5032914,* MOFid-v1.NA.NA;5032914,
5033043,COC1=C([C]=C(C(=C1)C(=O)[O-])[O])C=C(c1cc(OC)c(cc1OC)C(=O)[O-])[O].COc1cc(ccc1C(=O)[O-])N1C(=O)c2c(OC)cc3c4c2c(C1=O)c(OC)cc4c1c2c3cc(OC)c3c2c(cc1OC)C(=O)N(C3=O)c1cc(OC)c(cc1OC)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.sql,ERROR.cat1;5033043,Zn.DGDMDKAKXNUPRC.PFFQMMZAAVHZPY.MOFkey-v1.sql
5033044,* MOFid-v1.NA.NA;5033044,
5033045,* MOFid-v1.NA.NA;5033045,
5033046,* MOFid-v1.NA.NA;5033046,
5033047,CCOc1c(OCC)c(C(=O)[O-])c(cc1N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3c(OCC)c(OCC)c3c2c(c(c1)OCC)C(=O)N(C3=O)c1ccc(c(c1)OCC)C(=O)[O-])OCC)OCC.CCOc1cc(C=Cc2ccc(c(c2)OCC)C(=O)[O-])ccc1C(=O)[O-].CCOc1cc(ccc1C=Cc1cc(OCC)c(c(c1[O])OCC)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033047,Zn.GZIPNLNXQHYMSV.LKXHBOIEKQOZLR.WYDCNBQKXOIKNL.MOFkey-v1.pcu
5033048,CCOC(=Cc1ccc(c(c1)OCC)C(=O)[O-])c1cc(O[C]C)c(cc1OCC)[C][O].O.CCOc1cc(C(=O)[O-])c(cc1N1C(=O)c2cc3OCOc4c5c3c3c2c(C1=O)c(OCC)cc3c1c5c2c(c4)C(=O)N(C(=O)c2cc1)c1ccc(c(c1OCC)OCC)C(=O)[O-])OCC.CCOc1cc(ccc1C=C(c1ccc(c(c1)O[C]C)[C][O])O[CH2])C(=O)[O-].O.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,sql.cat0;5033048,Zn.GTOZAWQXRNWWNB.LCMZNHOUDHBZDG.QIRSMZTXNINTJY.MOFkey-v1.pcu
5033049,CCOC(=Cc1ccc(c(c1)OCC)C(=O)[O-])c1cc(O[C]C)c(cc1OCC)[C][O].O.CCOc1cc(C(=O)[O-])c(cc1N1C(=O)c2cc3OCOc4c5c3c3c2c(C1=O)c(OCC)cc3c1c5c2c(c4)C(=O)N(C(=O)c2cc1)c1ccc(c(c1OCC)OCC)C(=O)[O-])OCC.CCOc1cc(ccc1C=C(c1ccc(c(c1)O[C]C)[C][O])O[CH2])C(=O)[O-].O.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,sql.cat1;5033049,Zn.GTOZAWQXRNWWNB.LCMZNHOUDHBZDG.QIRSMZTXNINTJY.MOFkey-v1.pcu
5033050,N=NC1=CC2=c3c4[C]1C(=O)N(c1ccc(cc1)C(=O)[O-])C(=O)c4cc(c3=c1c3[C]2C(=C(N=N)c2c3c(cc1)c1N3c2on([NH])c2c3c(n(o1)[NH])c(c(c2)C(=O)[O-])N=N)N=N)N=N.N=Nc1cc(ccc1C=Cc1ccc(cc1N=N)C(=O)[O-])C(=O)[O-].N=Nc1cc2c(c(c1C(=O)[O-])N=N)[N]NO[C]1N2C(=O)c2cc3n([NH])n([NH])c4c5c3c3c2c1c(N=N)c1c3c2c5c3c(c4)C(=O)N(C(=O)c3c(c2[N]2(N1N2)[NH])N=N)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033050,Zn.KCNVTBMYHPCSGS.KNQPGOUIIRCHKM.PCQQOBJDEBAMBK.MOFkey-v1.pcu
5033051,N=NC1=CC2=c3c4[C]1C(=O)N(c1ccc(cc1)C(=O)[O-])C(=O)c4cc(c3=c1c3[C]2C(=C(N=N)c2c3c(cc1)c1N3c2on([NH])c2c3c(n(o1)[NH])c(c(c2)C(=O)[O-])N=N)N=N)N=N.N=Nc1cc(ccc1C=Cc1ccc(cc1N=N)C(=O)[O-])C(=O)[O-].N=Nc1cc2c(c(c1C(=O)[O-])N=N)[N]NO[C]1N2C(=O)c2cc3n([NH])n([NH])c4c5c3c3c2c1c(N=N)c1c3c2c5c3c(c4)C(=O)N(C(=O)c3c(c2[N]2(N1N2)[NH])N=N)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5033051,Zn.KCNVTBMYHPCSGS.KNQPGOUIIRCHKM.PCQQOBJDEBAMBK.MOFkey-v1.pcu
5033052,N=NC1=CC2=c3c4[C]1C(=O)N(c1ccc(cc1)C(=O)[O-])C(=O)c4cc(c3=c1c3[C]2C(=C(N=N)c2c3c(cc1)c1N3c2on([NH])c2c3c(n(o1)[NH])c(c(c2)C(=O)[O-])N=N)N=N)N=N.N=Nc1cc(ccc1C=Cc1ccc(cc1N=N)C(=O)[O-])C(=O)[O-].N=Nc1cc2c(c(c1C(=O)[O-])N=N)[N]NO[C]1N2C(=O)c2cc3n([NH])n([NH])c4c5c3c3c2c1c(N=N)c1c3c2c5c3c(c4)C(=O)N(C(=O)c3c(c2[N]2(N1N2)[NH])N=N)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5033052,Zn.KCNVTBMYHPCSGS.KNQPGOUIIRCHKM.PCQQOBJDEBAMBK.MOFkey-v1.pcu
5033053,N=NC(=Cc1ccc2c(c1N=N)[N]NOC2=O)c1ccc(c(c1)N=N)C(=O)[O-].N=NC1=c2n([NH])n([NH])c3=C(N=N)[C]4c5c6c3c2c2[C]3C1=C1ON7NNN=C8[C]7C7=C([N]NO[C](N17)C3=Cc1c2c6c2n(n1[NH])[nH][nH]nc2c5[C]1N(C4=O)c2cc3[N]NOC(=O)c3cc2N(O1)[NH])C=C8C(=O)[O-].N=Nc1cc(cc(c1C=Cc1c(N=N)cc(c(c1N=N)N=N)C(=O)[O-])N=N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033053,Zn.BZADPMGQDODGGS.HJYRHEWHWKKDDM.XLYFTCKAROWNIG.MOFkey-v1.pcu
5033054,N=NC(=Cc1ccc2c(c1N=N)[N]NOC2=O)c1ccc(c(c1)N=N)C(=O)[O-].N=NC1=c2n([NH])n([NH])c3=C(N=N)[C]4c5c6c3c2c2[C]3C1=C1ON7NNN=C8[C]7C7=C([N]NO[C](N17)C3=Cc1c2c6c2n(n1[NH])[nH][nH]nc2c5[C]1N(C4=O)c2cc3[N]NOC(=O)c3cc2N(O1)[NH])C=C8C(=O)[O-].N=Nc1cc(cc(c1C=Cc1c(N=N)cc(c(c1N=N)N=N)C(=O)[O-])N=N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5033054,Zn.BZADPMGQDODGGS.HJYRHEWHWKKDDM.XLYFTCKAROWNIG.MOFkey-v1.pcu
5033055,[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033055,Zn.RYFVKTNONYVZPO.YMMKEOAJUVQIGY.MOFkey-v1.pcu
5033056,[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5033056,Zn.RYFVKTNONYVZPO.YMMKEOAJUVQIGY.MOFkey-v1.pcu
5033057,[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5033057,Zn.RYFVKTNONYVZPO.YMMKEOAJUVQIGY.MOFkey-v1.pcu
5033058,[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;5033058,Zn.RYFVKTNONYVZPO.YMMKEOAJUVQIGY.MOFkey-v1.pcu
5033059,[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033059,Zn.RYFVKTNONYVZPO.YMMKEOAJUVQIGY.MOFkey-v1.pcu
5033060,[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5033060,Zn.RYFVKTNONYVZPO.YMMKEOAJUVQIGY.MOFkey-v1.pcu
5033061,[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5033061,Zn.RYFVKTNONYVZPO.YMMKEOAJUVQIGY.MOFkey-v1.pcu
5033062,[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;5033062,Zn.RYFVKTNONYVZPO.YMMKEOAJUVQIGY.MOFkey-v1.pcu
5033063,Fc1cc(cc(c1c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-])F)C(=O)[O-].Fc1cc(ccc1N1C(=O)C2=C[C]=c3c4=C2C(=C(F)[C]=c4c2c4c3=[C]C=C3C4=C(C=[C]2)C(=O)N(C3=O)c2c(F)cc(c(c2F)F)C(=O)[O-])C1=O)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)c1nnc(nn1)c1ccc(c(c1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033063,Zn.KPWQANGXEBHVIX.SNWVGNVOVQITGO.SSJKAADODHTOCM.MOFkey-v1.pcu
5033064,Fc1cc(cc(c1c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-])F)C(=O)[O-].Fc1cc(ccc1N1C(=O)C2=C[C]=c3c4=C2C(=C(F)[C]=c4c2c4c3=[C]C=C3C4=C(C=[C]2)C(=O)N(C3=O)c2c(F)cc(c(c2F)F)C(=O)[O-])C1=O)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)c1nnc(nn1)c1ccc(c(c1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5033064,Zn.KPWQANGXEBHVIX.SNWVGNVOVQITGO.SSJKAADODHTOCM.MOFkey-v1.pcu
5033065,Fc1cc(cc(c1c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-])F)C(=O)[O-].Fc1cc(ccc1N1C(=O)C2=C[C]=c3c4=C2C(=C(F)[C]=c4c2c4c3=[C]C=C3C4=C(C=[C]2)C(=O)N(C3=O)c2c(F)cc(c(c2F)F)C(=O)[O-])C1=O)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)c1nnc(nn1)c1ccc(c(c1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5033065,Zn.KPWQANGXEBHVIX.SNWVGNVOVQITGO.SSJKAADODHTOCM.MOFkey-v1.pcu
5033066,Fc1cc(cc(c1c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-])F)C(=O)[O-].Fc1cc(ccc1N1C(=O)C2=C[C]=c3c4=C2C(=C(F)[C]=c4c2c4c3=[C]C=C3C4=C(C=[C]2)C(=O)N(C3=O)c2c(F)cc(c(c2F)F)C(=O)[O-])C1=O)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)c1nnc(nn1)c1ccc(c(c1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;5033066,Zn.KPWQANGXEBHVIX.SNWVGNVOVQITGO.SSJKAADODHTOCM.MOFkey-v1.pcu
5033067,Fc1c(ccc(c1F)C(=O)[O-])c1nnc(nn1)c1cc(F)c(c(c1)F)C(=O)[O-].Fc1cc(cc(c1c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-])F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)N1C(=O)C2=C(F)[C]=c3c4c2c(C1=O)cc(c4c1c2c3=[C]C=C3c2c(cc1)C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033067,Zn.CIQXBNGBOVMQDE.SSJKAADODHTOCM.ZOTOUSDUFDFSKW.MOFkey-v1.pcu
5033068,Fc1c(ccc(c1F)C(=O)[O-])c1nnc(nn1)c1cc(F)c(c(c1)F)C(=O)[O-].Fc1cc(cc(c1c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-])F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)N1C(=O)C2=C(F)[C]=c3c4c2c(C1=O)cc(c4c1c2c3=[C]C=C3c2c(cc1)C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5033068,Zn.CIQXBNGBOVMQDE.SSJKAADODHTOCM.ZOTOUSDUFDFSKW.MOFkey-v1.pcu
5033069,Fc1c(ccc(c1F)C(=O)[O-])c1nnc(nn1)c1cc(F)c(c(c1)F)C(=O)[O-].Fc1cc(cc(c1c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-])F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)N1C(=O)C2=C(F)[C]=c3c4c2c(C1=O)cc(c4c1c2c3=[C]C=C3c2c(cc1)C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5033069,Zn.CIQXBNGBOVMQDE.SSJKAADODHTOCM.ZOTOUSDUFDFSKW.MOFkey-v1.pcu
5033070,Fc1c(ccc(c1F)C(=O)[O-])c1nnc(nn1)c1cc(F)c(c(c1)F)C(=O)[O-].Fc1cc(cc(c1c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-])F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)N1C(=O)C2=C(F)[C]=c3c4c2c(C1=O)cc(c4c1c2c3=[C]C=C3c2c(cc1)C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;5033070,Zn.CIQXBNGBOVMQDE.SSJKAADODHTOCM.ZOTOUSDUFDFSKW.MOFkey-v1.pcu
5033071,[O-]C(=O)c1ccc(cc1F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)c(c4c1c2c3cc(F)c3c2c(c(c1)F)C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])F.[O-]C(=O)c1ccc(cc1F)c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-].[O-]C(=O)c1ccc(cc1F)c1nnc(nn1)c1ccc(c(c1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033071,Zn.BZTIUQLDQJVSKX.IYBCDIDYKGZFBG.QQRUFVGCBCDVTD.MOFkey-v1.pcu
5033072,[O-]C(=O)c1ccc(cc1F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)c(c4c1c2c3cc(F)c3c2c(c(c1)F)C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])F.[O-]C(=O)c1ccc(cc1F)c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-].[O-]C(=O)c1ccc(cc1F)c1nnc(nn1)c1ccc(c(c1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5033072,Zn.BZTIUQLDQJVSKX.IYBCDIDYKGZFBG.QQRUFVGCBCDVTD.MOFkey-v1.pcu
5033073,[O-]C(=O)c1ccc(cc1F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)c(c4c1c2c3cc(F)c3c2c(c(c1)F)C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])F.[O-]C(=O)c1ccc(cc1F)c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-].[O-]C(=O)c1ccc(cc1F)c1nnc(nn1)c1ccc(c(c1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5033073,Zn.BZTIUQLDQJVSKX.IYBCDIDYKGZFBG.QQRUFVGCBCDVTD.MOFkey-v1.pcu
5033074,[O-]C(=O)c1ccc(cc1F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)c(c4c1c2c3cc(F)c3c2c(c(c1)F)C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])F.[O-]C(=O)c1ccc(cc1F)c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-].[O-]C(=O)c1ccc(cc1F)c1nnc(nn1)c1ccc(c(c1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;5033074,Zn.BZTIUQLDQJVSKX.IYBCDIDYKGZFBG.QQRUFVGCBCDVTD.MOFkey-v1.pcu
5033075,Fc1c(cc(c(c1F)C(=O)[O-])F)c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-].Fc1cc(ccc1N1C(=O)C2=C[C]=c3c4=C2C(=C(F)[C]=c4c2c4c3=[C]C=C3C4=C(C=[C]2)C(=O)N(C3=O)c2cc(F)c(c(c2F)F)C(=O)[O-])C1=O)C(=O)[O-].Fc1cc(ccc1c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033075,Zn.IXQNUOWVUCAOQL.MQDSFJYZHOOUGE.UGZVLTUCLOQJIA.MOFkey-v1.pcu
5033076,Fc1c(cc(c(c1F)C(=O)[O-])F)c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-].Fc1cc(ccc1N1C(=O)C2=C[C]=c3c4=C2C(=C(F)[C]=c4c2c4c3=[C]C=C3C4=C(C=[C]2)C(=O)N(C3=O)c2cc(F)c(c(c2F)F)C(=O)[O-])C1=O)C(=O)[O-].Fc1cc(ccc1c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5033076,Zn.IXQNUOWVUCAOQL.MQDSFJYZHOOUGE.UGZVLTUCLOQJIA.MOFkey-v1.pcu
5033077,Fc1c(cc(c(c1F)C(=O)[O-])F)c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-].Fc1cc(ccc1N1C(=O)C2=C[C]=c3c4=C2C(=C(F)[C]=c4c2=[C]C=C4C5=C(C=[C]c3c25)C(=O)N(C4=O)c2cc(F)c(c(c2F)F)C(=O)[O-])C1=O)C(=O)[O-].Fc1cc(ccc1N1C(=O)C2=C[C]=c3c4=C2C(=C(F)[C]=c4c2c4c3=[C]C=C3C4=C(C=[C]2)C(=O)N(C3=O)c2cc(F)c(c(c2F)F)C(=O)[O-])C1=O)C(=O)[O-].Fc1cc(ccc1c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5033077,Zn.IXQNUOWVUCAOQL.MQDSFJYZHOOUGE.UGZVLTUCLOQJIA.MOFkey-v1.pcu
5033078,Fc1c(F)c(ccc1N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4c1c2c3c(F)c(F)c3c2c(cc1F)C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])C(=O)[O-].Fc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1cc(F)c(c(c1F)F)C(=O)[O-])F.[O-]C(=O)c1ccc(cc1F)N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4c1c2c3ccc3c2c(c(c1F)F)C(=O)N(C3=O)c1cc(F)c(cc1F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033078,Zn.FCBWNQNLSJRZDN.MUCVHHFWYKHSJQ.ZRJMBCPKGUGPOE.MOFkey-v1.pcu
5033079,Fc1c(F)c(ccc1N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4c1c2c3c(F)c(F)c3c2c(cc1F)C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])C(=O)[O-].Fc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1cc(F)c(c(c1F)F)C(=O)[O-])F.[O-]C(=O)c1ccc(cc1F)N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4c1c2c3ccc3c2c(c(c1F)F)C(=O)N(C3=O)c1cc(F)c(cc1F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5033079,Zn.FCBWNQNLSJRZDN.MUCVHHFWYKHSJQ.ZRJMBCPKGUGPOE.MOFkey-v1.pcu
5033080,Fc1c(F)c(ccc1N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4c1c2c3c(F)c(F)c3c2c(cc1F)C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])C(=O)[O-].Fc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1cc(F)c(c(c1F)F)C(=O)[O-])F.[O-]C(=O)c1ccc(cc1F)N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4c1c2c3ccc3c2c(c(c1F)F)C(=O)N(C3=O)c1cc(F)c(cc1F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5033080,Zn.FCBWNQNLSJRZDN.MUCVHHFWYKHSJQ.ZRJMBCPKGUGPOE.MOFkey-v1.pcu
5033081,Fc1c(F)c(ccc1N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4c1c2c3c(F)c(F)c3c2c(cc1F)C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])C(=O)[O-].Fc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1cc(F)c(c(c1F)F)C(=O)[O-])F.[O-]C(=O)c1ccc(cc1F)N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4c1c2c3ccc3c2c(c(c1F)F)C(=O)N(C3=O)c1cc(F)c(cc1F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;5033081,Zn.FCBWNQNLSJRZDN.MUCVHHFWYKHSJQ.ZRJMBCPKGUGPOE.MOFkey-v1.pcu
5033082,ClOC1=C2[CH][C]=c3c4=C2C(=C(N1C1=[C]C=C(C(=[C]1)Cl)C(=O)[O-])OCl)C=[C]c4c1c2c3[C]=C(Cl)c3c2c(c(c1)Cl)c(=O)n(c3OCl)C1=CC(=C(C(=[C]1)Cl)C(=O)[O-])Cl.[O-]C(=O)c1cc(Cl)c(c(c1)Cl)c1nnc(nn1)c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-].[O-]C(=O)c1ccc(cc1Cl)c1nnc(nn1)c1ccc(c(c1Cl)Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033082,Zn.GMMFPTYXYRVLQL.WCFWGUUCAWJPLO.WUHAWCYRYFTJGS.MOFkey-v1.pcu
5033083,ClOC1=C2[CH][C]=c3c4=C2C(=C(N1C1=[C]C=C(C(=[C]1)Cl)C(=O)[O-])OCl)C=[C]c4c1c2c3[C]=C(Cl)c3c2c(c(c1)Cl)c(=O)n(c3OCl)C1=CC(=C(C(=[C]1)Cl)C(=O)[O-])Cl.[O-]C(=O)c1cc(Cl)c(c(c1)Cl)c1nnc(nn1)c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-].[O-]C(=O)c1ccc(cc1Cl)c1nnc(nn1)c1ccc(c(c1Cl)Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5033083,Zn.GMMFPTYXYRVLQL.WCFWGUUCAWJPLO.WUHAWCYRYFTJGS.MOFkey-v1.pcu
5033084,ClOC1=C2[CH][C]=c3c4=C2C(=C(N1C1=[C]C=C(C(=[C]1)Cl)C(=O)[O-])OCl)C=[C]c4c1c2c3[C]=C(Cl)c3c2c(c(c1)Cl)c(=O)n(c3OCl)C1=CC(=C(C(=[C]1)Cl)C(=O)[O-])Cl.[O-]C(=O)c1cc(Cl)c(c(c1)Cl)c1nnc(nn1)c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-].[O-]C(=O)c1ccc(cc1Cl)c1nnc(nn1)c1ccc(c(c1Cl)Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5033084,Zn.GMMFPTYXYRVLQL.WCFWGUUCAWJPLO.WUHAWCYRYFTJGS.MOFkey-v1.pcu
5033085,ClOC1=C2C(=[C]C3=C4[C]=C(Cl)c5c6c4c([C]4C3=C2C(=C(N1C1=[C]C(=C(C(=[C]1)Cl)C(=O)[O-])Cl)OCl)C(=C4)Cl)cc(c6c(n(c5=O)C1=[C]C=C(C=C1)C(=O)[O-])OCl)Cl)Cl.Clc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1cc(Cl)c(c(c1)Cl)C(=O)[O-])Cl)Cl.[O-]C(=O)c1ccc(cc1Cl)c1nnc(nn1)c1ccc(c(c1)Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033085,Zn.JGAQEXXMQNSSHN.NETKHRFNTNVQHH.TYVVBIGTJWMNOQ.MOFkey-v1.pcu
