5054871,* MOFid-v1.NA.NA;5054871,
5054923,O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5054923,Zn.IBRPEOCBRYYINT.RXOHFPCZGPKIRD.MOFkey-v1.pcu
5054924,Fc1ncc2c(c1)cnc(c2F)F.[O-]C(=O)c1cc2ccc(c(c2cc1F)F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)N1C(=O)c2ccc3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1cc(F)c(c(c1)F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat0;5054924,Zn.AEJWBTQQMVBQOG.MGHHCLJWKNNDHC.PWFYDCMNDZBADB.MOFkey-v1.pcu
5054925,Fc1nccc2c1ccnc2F.[O-]C(=O)c1ccc(cc1F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1cc(F)c(c(c1F)F)C(=O)[O-])F.[O-]C(=O)c1ccc2c(c1F)cc(c(c2F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat0;5054925,Zn.CGHYANRQXINFLG.LFUAOFWOPDNWDT.YEQTXUBATZHFCG.MOFkey-v1.pcu
5054926,O=C1N(C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1cc(F)ncc1F)c1cc(F)ncc1F.[O-]C(=O)C1=Cc2c(C=[C]1)c(F)c(c(c2F)F)C(=O)[O-].[O-]C(=O)C1=[C]C=c2c(=C1)ccc(c2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054926,Zn.BEKATEFYYUFHIG.JLLHBTJDHKIYHR.OHPCAHHMSDDOGV.MOFkey-v1.pcu
5054927,O=C1N(C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1cc(F)ncc1F)c1cc(F)ncc1F.[O-]C(=O)C1=Cc2c(C=[C]1)c(F)c(c(c2F)F)C(=O)[O-].[O-]C(=O)C1=[C]C=c2c(=C1)ccc(c2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5054927,Zn.BEKATEFYYUFHIG.JLLHBTJDHKIYHR.OHPCAHHMSDDOGV.MOFkey-v1.pcu
5054928,Fc1nccc2c1c(F)cnc2.[O-]C(=O)c1cc(F)c(c(c1)F)N1C(=O)c2ccc3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1cc(F)c(c(c1F)F)C(=O)[O-])F.[O-]C(=O)c1cc(F)c2c(c1F)cc(c(c2F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat0;5054928,Zn.DYHHMNPHUZWAHX.WGYFOICQQITAAW.ZORLLBJLBRMODV.MOFkey-v1.pcu
5054929,Fc1nccc2c1c(F)cnc2.[O-]C(=O)c1ccc(c(c1F)F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])F.[O-]C(=O)c1ccc2c(c1)c(F)cc(c2F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054929,Zn.DYHHMNPHUZWAHX.HAUSUKAASOGGPD.UCJKRRBYAKSIFG.MOFkey-v1.pcu
5054930,ClO[C]1N(C2=CC=C(C(=[C]2)Cl)C(=O)[O-])C(=O)c2c3c1c(Cl)c(Cl)c1c3c(c(c2Cl)Cl)C(=O)N([C]1OCl)C1=[C]C(=C(C(=C1)Cl)C(=O)[O-])Cl.Clc1nc(Cl)c2c(c1Cl)c(Cl)ncc2Cl.[O-]C(=O)c1ccc2c(c1)ccc(c2Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054930,Zn.GZOGJSIJJHTHFI.MMWBPBKQQFDMEA.ZHSBBLDLEJSTPK.MOFkey-v1.pcu
5054931,ClO[C]1N(C2=CC(=C(C=[C]2)C(=O)[O-])Cl)C(=O)c2c3c1c(Cl)c(Cl)c1c3c(cc2)[C](N(C1=O)C1=[C]C(=C(C=C1)C(=O)[O-])Cl)OCl.Clc1cc2cnc(cc2c(n1)Cl)Cl.[O-]C(=O)C1=Cc2c(C(=[C]1)Cl)c(Cl)c(cc2Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054931,Zn.HBPDCNWWZUJGDQ.MRZBDXSSJCNLQW.QRLCXKJOCQDISM.MOFkey-v1.pcu
5054932,ClO[C]1N(C2=CC=NC(=[C]2)Cl)C(=O)c2c3c1c(Cl)cc1c3c(cc2Cl)C(=O)N(C1=O)c1cc(Cl)nc(c1)Cl.ClO[C]1N(C2=[C]C(=C(C=C2)C(=O)[O-])Cl)C(=O)c2c3c1c(Cl)cc1c3c(cc2Cl)C(=O)N(C1=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-].[O-]C(=O)c1c(Cl)c(Cl)c2c(c1Cl)cc(c(c2Cl)C(=O)[O-])Cl.[Zn][Zn] MOFid-v1.pcu.cat0;5054932,Zn.IWTIQAKJFKTXJM.XMVKAILBERCWCL.YKPUKVJZJUSNKO.MOFkey-v1.pcu
5054933,Clc1nc(Cl)c2c(c1Cl)cnc(c2Cl)Cl.[O-]C(=O)c1cc(Cl)c2c(c1)cc(c(c2)C(=O)[O-])Cl.[O-]C(=O)c1cc2c(cc1Cl)cc(c(c2Cl)Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054933,Zn.AADHGXRUSMMBPI.QPFPTYXMHDKVRG.RZYGKVOKIUSMLD.MOFkey-v1.pcu
5054934,Clc1nc(Cl)c2c(c1Cl)cnc(c2Cl)Cl.[O-]C(=O)c1cc(Cl)c2c(c1)cc(c(c2)C(=O)[O-])Cl.[O-]C(=O)c1cc2c(cc1Cl)cc(c(c2Cl)Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5054934,Zn.AADHGXRUSMMBPI.QPFPTYXMHDKVRG.RZYGKVOKIUSMLD.MOFkey-v1.pcu
5054935,ClO[C]1N(C2=CC(=NC=[C]2)Cl)C(=O)c2c3c1c(Cl)c(Cl)c1c3c(cc2)C(=O)N(C1=O)c1ccnc(c1)Cl.ClO[C]1N(C2=CC=C(C(=[C]2)Cl)C(=O)[O-])C(=O)[C]2c3c1cc(Cl)c1=C(OCl)N([C](C(=c31)C=C2)OCl)C1=[C]C=C(C=[C]1)C(=O)[O-].[O-]C(=O)c1cc2c(cc1Cl)cc(c(c2Cl)Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054935,Zn.AADHGXRUSMMBPI.CXBBEUITBHKWNJ.SYVQYFZMLDOWDL.MOFkey-v1.pcu
5054936,ClO[C]1N(C2=CC(=NC=[C]2)Cl)C(=O)c2c3c1c(Cl)c(Cl)c1c3c(cc2)C(=O)N(C1=O)c1ccnc(c1)Cl.ClO[C]1N(C2=CC=C(C(=[C]2)Cl)C(=O)[O-])C(=O)[C]2c3c1cc(Cl)c1=C(OCl)N([C](C(=c31)C=C2)OCl)C1=[C]C=C(C=[C]1)C(=O)[O-].[O-]C(=O)c1cc2c(cc1Cl)cc(c(c2Cl)Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5054936,Zn.AADHGXRUSMMBPI.CXBBEUITBHKWNJ.SYVQYFZMLDOWDL.MOFkey-v1.pcu
5054937,BrO[C]1N(C2=[C]C(=C(C=C2)C(=O)[O-])Br)C(=O)c2c3c1cc(Br)c1c3c(c(c2Br)Br)C(=O)N([C]1OBr)C1=CC=C(C(=[C]1)Br)C(=O)[O-].Brc1nccc2c1c(Br)cnc2.[O-]C(=O)c1cc(Br)c2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054937,Zn.JWEQFMKXOMOCGE.MFWJBUHNPVBRTE.WCSQFHBRMHHWIB.MOFkey-v1.pcu
5054938,BrO[C]1N(C2=[C]C(=C(C=C2)C(=O)[O-])Br)C(=O)c2c3c1cc(Br)c1c3c(c(c2Br)Br)C(=O)N([C]1OBr)C1=CC=C(C(=[C]1)Br)C(=O)[O-].Brc1nccc2c1c(Br)cnc2.[O-]C(=O)c1cc(Br)c2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5054938,Zn.JWEQFMKXOMOCGE.MFWJBUHNPVBRTE.WCSQFHBRMHHWIB.MOFkey-v1.pcu
5054939,BrO[C]1N(C2=[C]C=C(C(=C2)Br)C(=O)[O-])C(=O)c2c3c1c(Br)c(Br)c1c3c(c(c2)Br)C(=O)N([C]1OBr)C1=CC(=C(C=[C]1)C(=O)[O-])Br.Brc1cnc(c2c1c(Br)ncc2)Br.[O-]C(=O)c1cc(Br)c2c(c1)c(Br)c(c(c2Br)C(=O)[O-])Br.[Zn][Zn] MOFid-v1.pcu.cat0;5054939,Zn.ANUVNNDSAWPJPC.UCDHWVKCOHFWGX.VCXHKSJQGUXFQP.MOFkey-v1.pcu
5054940,BrO[C]1C2=C(Br)C=C3[C]4C2=C(C(=O)N1C1=CC(=C(C(=[C]1)Br)C(=O)[O-])Br)C=CC4=C(N([C]3OBr)C1=[C]C(=C(C(=[C]1)Br)C(=O)[O-])Br)OBr.Brc1nc(Br)c2c(c1)c(Br)ncc2.[O-]C(=O)c1cc2c(Br)c(Br)c(c(c2c(c1Br)Br)Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054940,Zn.DOECFPUPMUVGLL.KALZJFGRTQLZQQ.ZIXQHMPWKYUWRN.MOFkey-v1.pcu
5054941,BrO[C]1C2=C(Br)C=C3[C]4C2=C(C(=O)N1C1=CC(=C(C(=[C]1)Br)C(=O)[O-])Br)C=CC4=C(N([C]3OBr)C1=[C]C(=C(C(=[C]1)Br)C(=O)[O-])Br)OBr.Brc1nc(Br)c2c(c1)c(Br)ncc2.[O-]C(=O)c1cc2c(Br)c(Br)c(c(c2c(c1Br)Br)Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5054941,Zn.DOECFPUPMUVGLL.KALZJFGRTQLZQQ.ZIXQHMPWKYUWRN.MOFkey-v1.pcu
5054942,BrO[C]1N(C2=[C]C(=C(C=C2)C(=O)[O-])Br)C(=O)c2c3c1ccc1c3c(c(c2)Br)[C](N(C1=O)C1=[C]C=C(C=C1)C(=O)[O-])OBr.BrO[C]1N(C2=[C]C(=C(C=[C]2)C(=O)[O-])Br)C(=c2c3c1ccc1c3c(cc2Br)c(=O)n(c1OBr)C1=CC=C(C=[C]1)C(=O)[O-])OBr.Brc1nc(Br)c2c(c1Br)cnc(c2Br)Br.[Zn][Zn] MOFid-v1.pcu.cat0;5054942,Zn.MDVDINXDWANEIU.SNZQRBGGARHIFM.UFLQSGFQLJCJDP.MOFkey-v1.pcu
5054943,BrO[C]1N(C2=[C]C(=C(C=C2)C(=O)[O-])Br)C(=O)c2c3c1ccc1c3c(c(c2)Br)[C](N(C1=O)C1=[C]C=C(C=C1)C(=O)[O-])OBr.BrO[C]1N(C2=[C]C(=C(C=[C]2)C(=O)[O-])Br)C(=c2c3c1ccc1c3c(cc2Br)c(=O)n(c1OBr)C1=CC=C(C=[C]1)C(=O)[O-])OBr.Brc1nc(Br)c2c(c1Br)cnc(c2Br)Br.[Zn][Zn] MOFid-v1.pcu.cat1;5054943,Zn.MDVDINXDWANEIU.SNZQRBGGARHIFM.UFLQSGFQLJCJDP.MOFkey-v1.pcu
5054944,Brc1ncc2c(c1)cncc2.[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)c(Br)c(c4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-])Br.[O-]C(=O)c1ccc2c(c1)C=[C]C(=C2Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054944,Zn.CJBCEQKZJKLAFG.FIUTXQLSXRBTPR.LDBPJWZXFHOJAW.MOFkey-v1.pcu
5054945,Cc1nc(C)c2c(c1)cncc2C.O=C1N([C]c2c3c1c(C)c(C)c1c3c(cc2)[C]N(C1=O)c1cc(C)c(cc1C)C(=O)[O-])c1cc(C)c(cc1C)C(=O)[O-].[O-]C(=O)c1cc(C)c2c(c1)ccc(c2C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054945,Zn.AHOAOZVBBVXSBP.OIGXVKKPVXRZFH.OPOMMZCHOUOKDS.MOFkey-v1.pcu
5054946,Cc1ncc2c(c1C)c(C)ncc2.[O-]C(=O)c1ccc(cc1C)N1C(=O)c2c(C)c(C)c3c4c2c(C1=O)c(C)c(c4C(=O)N([C]3)c1cc(C)c(c(c1C)C)C(=O)[O-])C.[O-]C(=O)c1ccc2c(c1)ccc(c2C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054946,Zn.FSHYCQDSLGIVBM.ILRBIENIEXNSFP.RSZZOYYYZOWNCO.MOFkey-v1.pcu
5054947,Cc1ncc2c(c1C)c(C)ncc2.[O-]C(=O)c1ccc(cc1C)N1C(=O)c2c(C)c(C)c3c4c2c(C1=O)c(C)c(c4C(=O)N([C]3)c1cc(C)c(c(c1C)C)C(=O)[O-])C.[O-]C(=O)c1ccc2c(c1)ccc(c2C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5054947,Zn.FSHYCQDSLGIVBM.ILRBIENIEXNSFP.RSZZOYYYZOWNCO.MOFkey-v1.pcu
5054948,Cc1nccc2c1ccnc2.[O-]C(=O)c1cc(C)c2c(c1C)ccc(c2C)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)C)N1[C]=c2c(C)c(C)c3c4c2c(C1=O)c(C)c(c4=[C]N([C]3)c1c(C)cc(c(c1C)C)C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat0;5054948,Zn.BWWVJXOALCFZCR.KLAWPWNBCNFCPP.NKZHFGNZAKHGQJ.MOFkey-v1.pcu
5054949,Cc1nc(C)c2c(c1)c(C)ncc2.[O-]C(=O)c1cc(C)c(cc1C)N1[C]c2cc(C)c3c4c2c(C1=O)cc(c4C(=O)N([C]3)c1cc(C)c(cc1C)C(=O)[O-])C.[O-]C(=O)c1ccc2c(c1)c(C)c(c(c2C)C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat0;5054949,Zn.FZXLAPUUNUKMHA.ICHSVPLEEYSWKU.JJRQTFIJIQIHHH.MOFkey-v1.pcu
5054950,Cc1cc(C(=O)[O-])c(cc1N1[C]=c2ccc3c4c2c(C1=O)c(C)cc4=[C]N([C]3)c1c(C)cc(c(c1C)C)C(=O)[O-])C.Cc1nc(C)c(c2c1ccnc2C)C.[O-]C(=O)c1ccc2c(c1)ccc(c2C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054950,Zn.NGPIBSBVTRDHNB.RSZZOYYYZOWNCO.VFMIUTXWDWWRHK.MOFkey-v1.pcu
5054951,CCC1=C2[C]N([C]=C3[C]2C2=C(C(=O)N(C(=O)C2=C1)c1cc(CC)c(c(c1)CC)C(=O)[O-])C=C3CC)c1c(CC)c(CC)c(c(c1CC)CC)C(=O)[O-].CCC1=CC(=[C]c2c1cc(cc2CC)C(=O)[O-])C(=O)[O-].CCc1ncc2c(c1)cncc2CC.[Zn][Zn] MOFid-v1.pcu.cat0;5054951,Zn.GXPINDBQCPZXJC.OGIDDGAFLKIQCO.YQQZHAZJTBTMJX.MOFkey-v1.pcu
5054952,CCc1cc(ccc1C(=O)[O-])N1[C]c2c(CC)c(CC)c3c4c2c(C1=O)c(CC)c(c4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-])CC.CCc1cc2c(CC)c(cc(c2cc1C(=O)[O-])CC)C(=O)[O-].CCc1ncc2c(c1)c(CC)ncc2.[Zn][Zn] MOFid-v1.pcu.cat0;5054952,Zn.NBQLFGPRLFFWOL.OVNDXTOMIRIRGX.UCMGWWVOZBMPHT.MOFkey-v1.pcu
5054953,CCC1=CC(=[C]C(=C1N1[C]=c2ccc3=[C]N([C]=c4c3c2c(=[C]1)cc4CC)c1c(CC)cc(cc1CC)C(=O)[O-])CC)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054953,Zn.SZKMOTZAFAWXQQ.MOFkey-v1.pcu
5054954,CCc1cc2c(CC)c([C][O])cc(c2cc1C(=O)[O-])CC.[O].CCc1cc2cc(C(=O)[O-])c(c(c2cc1C(=O)[O-])CC)CC.CCc1ncc(c(c1)N1[C]c2c(CC)cc3c4c2c(C1=O)cc(c4[C]N(C3=O)c1ccncc1CC)CC)CC.[Zn][Zn] MOFid-v1.pcu.cat0;5054954,Zn.KCEQAHUYVZDTQQ.YTYYJMGAPYQYEO.ZMHDDXMDFSAQHM.MOFkey-v1.pcu
5054955,CCc1cc2c(cc1C(=O)[O-])c(CC)c(c(c2CC)C(=O)[O-])CC.[Zn][Zn] MOFid-v1.pcu,sql.cat0;5054955,Zn.HSPLFMCUJRUCOU.MOFkey-v1.pcu
5054956,CCc1cc2c(cc1C(=O)[O-])c(CC)c(c(c2CC)C(=O)[O-])CC.[Zn][Zn] MOFid-v1.pcu,sql.cat1;5054956,Zn.HSPLFMCUJRUCOU.MOFkey-v1.pcu
5054957,CCCc1cc(C(=O)[O-])c(c2c1c(CCC)c(cc2)C(=O)[O-])CCC.CCCc1cc(cc(c1N1[C]c2cc(CCC)c3=[C]N(C(=O)c4c3c2c(=[C]1)c(CCC)c4)c1ccc(c(c1)CCC)C(=O)[O-])CCC)C(=O)[O-].CCCc1cncc2c1cncc2C[CH2].[Zn][Zn] MOFid-v1.pcu.cat0;5054957,Zn.FSBMLIDLFYEPDD.MHKPWNYQBOFPSC.QGKIOROHZPOTFG.MOFkey-v1.pcu
5054958,CCCc1cc2c(CCC)c(cc(c2cc1C(=O)[O-])CCC)C(=O)[O-].CCCc1nccc2c1ccnc2.[Zn][Zn] MOFid-v1.pcu.cat0;5054958,Zn.IXMVFNACUMECOG.OWJJZIMEEGKYNQ.MOFkey-v1.pcu
5054959,CCCc1c(cc2c(c1CCC)cc(cc2C[CH2])C(=O)[O-])C(=O)[O-].CCCc1ncc(c(c1)N1[C]c2c(CCC)c(CCC)c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1ccnc(c1)CCC)CCC)CCC.[CH2]Cc1c(ccc2c1ccc(c2)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054959,Zn.AMAPZFPBHKMDIF.OFBBDQKXGXWXNV.SFFGULGSAOREDB.MOFkey-v1.pcu
5054960,CCCC1=Cc2cc(cc(c2[C]=C1C(=O)[O-])CCC)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054960,Zn.PBXCGMVLYHRSNS.MOFkey-v1.pcu
5054961,Nc1nc(N)cc(c1)N1C(=O)c2cc(N)c3c4c2c(C1=O)c(N)c(c4C(=O)N(C3=O)c1cc(N)nc(c1)N)N.[O-]C(=O)c1ccc(c(c1)N)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1cc(N)c(cc1N)C(=O)[O-])N.[O-]C(=O)c1ccc2c(c1N)c(N)c(c(c2N)C(=O)[O-])N.[Zn][Zn] MOFid-v1.pcu.cat0;5054961,Zn.JKECCEDDNWKSQS.TUKWIPVRYVWULJ.VYTIDUYIOGLROK.MOFkey-v1.pcu
5054962,Nc1nc(N)cc(c1)N1C(=O)c2cc(N)c3c4c2c(C1=O)c(N)c(c4C(=O)N(C3=O)c1cc(N)nc(c1)N)N.[O-]C(=O)c1ccc(c(c1)N)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1cc(N)c(cc1N)C(=O)[O-])N.[O-]C(=O)c1ccc2c(c1N)c(N)c(c(c2N)C(=O)[O-])N.[Zn][Zn] MOFid-v1.pcu.cat1;5054962,Zn.JKECCEDDNWKSQS.TUKWIPVRYVWULJ.VYTIDUYIOGLROK.MOFkey-v1.pcu
5054963,Nc1ncc2c(c1)cnc(c2)N.[O-]C(=O)c1ccc(c(c1N)N)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1cc(N)c(c(c1N)N)C(=O)[O-])N.[O-]C(=O)c1ccc2c(c1)C=[C]C(=C2N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054963,Zn.FASNAFRMRNPTAY.KVRLGJCFWLJLMX.MLSDODPTMIWTSJ.MOFkey-v1.pcu
5054964,Nc1cc(C(=O)[O-])c(cc1N1[C]c2c(N)c(N)c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1cc(N)c(c(c1N)N)C(=O)[O-])N)N.Nc1ncc2c(c1N)c(N)ncc2N.[O-]C(=O)c1ccc2c(c1)C=[C]C(=C2N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054964,Zn.DFKVWNCCFZZGPN.KVRLGJCFWLJLMX.YIRNCSQFNUOHOP.MOFkey-v1.pcu
5054965,Nc1ncc(c(c1)N1[C]c2c(N)c(N)c3c4c2c(C1=O)c(N)cc4C(=O)N(C3=O)c1ccnc(c1)N)N.[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)c(N)cc4C(=O)N(C3=O)c1c(N)cc(cc1N)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c(N)c(c(c2)C(=O)[O-])N.[Zn][Zn] MOFid-v1.pcu.cat0;5054965,Zn.MFRAFFXCQHKXMW.OTKJAPMLECEOEC.WILDDTSNRITSLO.MOFkey-v1.pcu
5054966,Nc1ncc(c(c1)N1[C]c2c(N)c(N)c3c4c2c(C1=O)c(N)cc4C(=O)N(C3=O)c1ccnc(c1)N)N.[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)c(N)cc4C(=O)N(C3=O)c1c(N)cc(cc1N)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c(N)c(c(c2)C(=O)[O-])N.[Zn][Zn] MOFid-v1.pcu.cat1;5054966,Zn.MFRAFFXCQHKXMW.OTKJAPMLECEOEC.WILDDTSNRITSLO.MOFkey-v1.pcu
5054967,Nc1c(N2[C]c3c(N)cc4c5c3c(=[C]2)c(N)c(c5c(=O)n2-c3c([NH2]Oc42)cc(c(c3N)N)C(=O)[O-])N)c(N)c(c(c1N)C(=O)[O-])N.Nc1nc(N)c2c(c1N)cnc(c2N)N.[O-]C(=O)c1cc(N)c2c(c1)ccc(c2N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054967,Zn.AHWQOCBBBVLDEH.CGLSWRCDYPZRMA.KXSUGXGDAJEIQF.MOFkey-v1.pcu
5054968,* MOFid-v1.NA.NAno_mof;5054968,NA.MISSING_LINKERS.MOFkey-v1
5054969,O=C1N(c2ccncc2)C(=O)c2c3c1cc(c1ccccc1)c1c3c(cc2c2ccccc2)[C]2N(C1=O)c1cc(ncc1C1=C[CH]C=CC1O2)c1ccccc1.[Zn][Zn] MOFid-v1.hms,UNKNOWN.cat0;5054969,Zn.SLUGPTHKKXXRET.MOFkey-v1.hms
5054970,OO[C]1N(C2=[C]C(=C(C=C2)C(=O)[O-])O)C(=O)c2c3c1cc(O)c1c3c(c(c2)O)[C](N(C1=O)C1=CC=C(C(=[C]1)O)C(=O)[O-])OO.Oc1ncc2c(c1O)c(O)ncc2O.[O-]C(=O)c1ccc2c(c1)C=[C]C(=C2O)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054970,Zn.NIVHNZSRXCKRFO.QWNSNQKBSWZMSN.XXHVKEANZZDFQA.MOFkey-v1.pcu
5054971,OC1=N[CH]c2c([CH]1)cnc(c2)O.OO[C]1N(C2=[C]C=C(C=[C]2)C(=O)[O-])C(=c2c3=C1C=C(O)[C]1c3c(c(c2)O)C(=O)N(C1=O)c1ccc(c(c1O)O)C(=O)[O-])OO.[O-]C(=O)c1ccc2c(c1)c(O)cc(c2O)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054971,Zn.GFDXGUKTWDEWFA.GLZLTPGJSQJQKW.IUUJQQMFYDHJKJ.MOFkey-v1.pcu
5054972,OC1=N[CH]c2c([CH]1)cncc2O.OO[C]1C2=C(O)C(=C3[C]4C2=C(C(=O)N1C1=[C]C=C(C(=C1)O)C(=O)[O-])C=CC4=C(N([C]3OO)C1=[C]C=C(C=[C]1)C(=O)[O-])OO)O.[O-]C(=O)c1cc(O)c2c(c1)ccc(c2O)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054972,Zn.BAYCEUMVFAFWHV.FZXCLJJZXOZXGE.HUSBAKPMIMJRQH.MOFkey-v1.pcu
5054973,OOC1=c2cc(O)c3=C(OO)N(C(=c4c3c2c(=C(N1C1=[C]C(=[N]=C([C]1)O)O)OO)cc4O)OO)C1=[C]C=NC=[C]1.[O-]C(=O)C1=[C]C=C(C=C1)N1C(=O)c2ccc3c4c2c(C1=O)c(O)c(c4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-])O.[O-]C(=O)c1ccc2c(c1)c(O)c(c(c2O)C(=O)[O-])O.[Zn][Zn] MOFid-v1.pcu.cat0;5054973,Zn.BMDINFZWHLKRAS.TVKSNBPZEDFYBI.UNSABBMDLQRZMY.MOFkey-v1.pcu
5054974,O[C]1C(=N[CH]c2c1cncc2)O.[O-]C(=O)c1cc(O)c2c(c1)cc(c(c2O)C(=O)[O-])O.[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)c(O)c(c4C(=O)N(C3=O)c1cc(O)c(cc1O)C(=O)[O-])O.[Zn][Zn] MOFid-v1.pcu.cat0;5054974,Zn.BWKRJSFEXQWUKI.XNNHAPLUXYSBOJ.YBLUNSKUWJXTSY.MOFkey-v1.pcu
5054975,N#Cc1c2=C3OC(=C4[C]5N3[C](c3c2c2c(c1C#N)c(=O)n1c(c2cc3)OC(=C2C1=CC=C([C]2C#N)C(=O)[O-])[N])OC(=[N])C5=CC(=C4)C(=O)[O-])[N].N#Cc1cc(cc2c1cc(cc2)C(=O)[O-])C(=O)[O-].N#Cc1ncc2c(c1)c(C#N)ncc2C#N.[Zn][Zn] MOFid-v1.pcu.cat0;5054975,Zn.MMAJXFFEEWXYLW.PMWFWKJQAGSBEP.WMEQMQFKALJLKN.MOFkey-v1.pcu
5054976,N#Cc1cc(cc2c1cc(cc2C#N)C(=O)[O-])C(=O)[O-].N#Cc1cc2C(=O)N(c3ccc(cc3)C(=O)[O-])C(=O)c3c2c2c1[C]1OC(=C4[C](N1C(=O)c2c(c3C#N)C#N)C=CC(=C4)C(=O)[O-])[N].N#Cc1nc(C#N)c(c2c1ccnc2C#N)C#N.[Zn][Zn] MOFid-v1.pcu.cat0;5054976,Zn.CCGXAONGWZLSCT.JVYYNMYLZUKDFI.PHQVITHOQMVONP.MOFkey-v1.pcu
5054977,N#C[C]1N=C(C#N)C2=C3C1=C([N])O[C]1N3C(=c3c4c1c(C#N)cc1c4c(c(c3)C#N)c(=O)n3c1OC(=C1C3=CC=N[C]1C#N)[N])OC2=[N].N#Cc1cc(cc2c1cc(cc2C#N)C(=O)[O-])C(=O)[O-].N#Cc1cc2cc(cc(c2c(c1C(=O)[O-])C#N)C#N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054977,Zn.FJBVLEXMTRERRQ.HVFCVNFCHDVHLA.PHQVITHOQMVONP.MOFkey-v1.pcu
