5062108,* MOFid-v1.NA.NA;5062108,
5062200,* MOFid-v1.NA.NA;5062200,
5062201,[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].N=CC(=Nc1ccccc1)c1ccccc1.[O-]C(=O)C=C(c1ccccc1)C=C(c1ccccc1)C(=O)[O-] MOFid-v1.pcu.cat0;5062201,Cu.JJGKKPSURDQSTN.XMEFUJUVGZPEBL.MOFkey-v1.pcu
5062202,N#CC#CC#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)[C]=CC=[C]C(=O)[O-] MOFid-v1.pcu.cat0;5062202,Cu.IVHBREJLPGXBAS.SMLQULHUANUXPK.ZEHZNAXXOOYTJM.MOFkey-v1.pcu
5062203,N#CC#CC#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)[C]=CC=[C]C(=O)[O-] MOFid-v1.pcu.cat1;5062203,Cu.IVHBREJLPGXBAS.SMLQULHUANUXPK.ZEHZNAXXOOYTJM.MOFkey-v1.pcu
5062204,N#CC#CC#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)[C]=CC=[C]C(=O)[O-] MOFid-v1.pcu.cat2;5062204,Cu.IVHBREJLPGXBAS.SMLQULHUANUXPK.ZEHZNAXXOOYTJM.MOFkey-v1.pcu
5062205,N#CC#CC#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)[C]=CC=[C]C(=O)[O-] MOFid-v1.pcu.cat3;5062205,Cu.IVHBREJLPGXBAS.SMLQULHUANUXPK.ZEHZNAXXOOYTJM.MOFkey-v1.pcu
5062206,ON=C(C(=N)O)O.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])O MOFid-v1.pcu.cat0;5062206,Cu.DLKZGMNZEDNHKO.IVHBREJLPGXBAS.PNWXEBJOZHJHAE.MOFkey-v1.pcu
5062207,ON=C(C(=N)O)O.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])O MOFid-v1.pcu.cat1;5062207,Cu.DLKZGMNZEDNHKO.IVHBREJLPGXBAS.PNWXEBJOZHJHAE.MOFkey-v1.pcu
5062208,ON=CC(=N)O.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])O MOFid-v1.pcu.cat0;5062208,Cu.DLKZGMNZEDNHKO.IVHBREJLPGXBAS.NXZLTPQEYLXQCH.MOFkey-v1.pcu
5062209,ON=CC(=N)O.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])O MOFid-v1.pcu.cat1;5062209,Cu.DLKZGMNZEDNHKO.IVHBREJLPGXBAS.NXZLTPQEYLXQCH.MOFkey-v1.pcu
5062210,ON=CC(=N)O.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])O MOFid-v1.pcu.cat2;5062210,Cu.DLKZGMNZEDNHKO.IVHBREJLPGXBAS.NXZLTPQEYLXQCH.MOFkey-v1.pcu
5062211,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])O MOFid-v1.pcu.cat0;5062211,Cu.DLKZGMNZEDNHKO.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.MOFkey-v1.pcu
5062212,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])O MOFid-v1.pcu.cat1;5062212,Cu.DLKZGMNZEDNHKO.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.MOFkey-v1.pcu
5062213,N#CC(=CC=CC(=O)[O-])C(=O)[O-].N#CN=C(C#N)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062213,Cu.IVHBREJLPGXBAS.REGWJLCJHBKECZ.VADCSRWESASFDR.MOFkey-v1.pcu
5062214,N#CC(=CC=CC(=O)[O-])C(=O)[O-].N#CN=C(C#N)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062214,Cu.IVHBREJLPGXBAS.REGWJLCJHBKECZ.VADCSRWESASFDR.MOFkey-v1.pcu
5062215,N#CN=C(C(=N)C#N)C#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5062215,Cu.AVNMLXKNDPHOQP.IVHBREJLPGXBAS.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062216,N#CN=C(C(=N)C#N)C#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat1;5062216,Cu.AVNMLXKNDPHOQP.IVHBREJLPGXBAS.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062217,N#CN=C(C#N)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5062217,Cu.IVHBREJLPGXBAS.TXXHDPDFNKHHGW.VADCSRWESASFDR.MOFkey-v1.pcu
5062218,N#CN=C(C#N)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat1;5062218,Cu.IVHBREJLPGXBAS.TXXHDPDFNKHHGW.VADCSRWESASFDR.MOFkey-v1.pcu
5062219,N#CC(=CC=CC(=O)[O-])C(=O)[O-].N#CN=CC(=N)C#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062219,Cu.IVHBREJLPGXBAS.KWZURTQYYOVPJD.REGWJLCJHBKECZ.MOFkey-v1.pcu
5062220,N#CC(=CC=CC(=O)[O-])C(=O)[O-].N#CN=CC(=N)C#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062220,Cu.IVHBREJLPGXBAS.KWZURTQYYOVPJD.REGWJLCJHBKECZ.MOFkey-v1.pcu
5062221,N#CC(=CC(=O)[O-])C=C(C(=O)[O-])C#N.N#CN=CC(=N)C#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062221,Cu.DQJBIBXTBKTPIS.IVHBREJLPGXBAS.KWZURTQYYOVPJD.MOFkey-v1.pcu
5062222,N#CC(=CC(=O)[O-])C=C(C(=O)[O-])C#N.N#CN=CC(=N)C#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062222,Cu.DQJBIBXTBKTPIS.IVHBREJLPGXBAS.KWZURTQYYOVPJD.MOFkey-v1.pcu
5062223,COC(=CC(=O)[O-])C=CC(=O)[O-].CON=C(C=N)OC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062223,Cu.IVHBREJLPGXBAS.OQXMNWZCSDOUBH.WZJIBIJCKQILFH.MOFkey-v1.pcu
5062224,COC(=CC=CC(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)O.CON=C(C(=N)O[CH2])OC MOFid-v1.pcu.cat0;5062224,Cu.DDMPJJHNUCSRNW.WAKVBZGLDNBGFC.MOFkey-v1.pcu
5062225,COC(=CC=CC(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)O.CON=C(C(=N)O[CH2])OC MOFid-v1.pcu.cat1;5062225,Cu.DDMPJJHNUCSRNW.WAKVBZGLDNBGFC.MOFkey-v1.pcu
5062226,CON=C(C=N)OC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5062226,Cu.IVHBREJLPGXBAS.TXXHDPDFNKHHGW.WZJIBIJCKQILFH.MOFkey-v1.pcu
5062227,CON=C(C=N)OC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat1;5062227,Cu.IVHBREJLPGXBAS.TXXHDPDFNKHHGW.WZJIBIJCKQILFH.MOFkey-v1.pcu
5062228,[CH2]OC(=CC([O])[O])C=C(C(=O)[O-])OC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O]N=CC=[N] MOFid-v1.pcu,sql.cat0;5062228,Cu.DVNUSKYOGHWWIL.IVHBREJLPGXBAS.JZCULFVXUUYQAV.MOFkey-v1.pcu
5062229,[CH2]OC(=CC([O])[O])C=C(C(=O)[O-])OC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O]N=CC=[N] MOFid-v1.pcu,sql.cat1;5062229,Cu.DVNUSKYOGHWWIL.IVHBREJLPGXBAS.JZCULFVXUUYQAV.MOFkey-v1.pcu
5062230,[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu,sql.cat0;5062230,Cu.IVHBREJLPGXBAS.MOFkey-v1.pcu
5062231,[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu,sql.cat1;5062231,Cu.IVHBREJLPGXBAS.MOFkey-v1.pcu
5062232,CCOC(=CC(=O)[O-])C=C(C(=O)[O-])OCC.CCOC(=CC(=O)[O-])C=CC(=O)[O-].N#CC#CC#N.[Cu][Cu] MOFid-v1.pcu.cat0;5062232,Cu.AWNOJUAXIMEESY.ISXOIOFQRBUKSA.ZEHZNAXXOOYTJM.MOFkey-v1.pcu
5062233,CCOC(=CC(=O)[O-])C=C(C(=O)[O-])OCC.CCOC(=CC(=O)[O-])C=CC(=O)[O-].N#CC#CC#N.[Cu][Cu] MOFid-v1.pcu.cat1;5062233,Cu.AWNOJUAXIMEESY.ISXOIOFQRBUKSA.ZEHZNAXXOOYTJM.MOFkey-v1.pcu
5062234,CCOC(=CC(=O)[O-])C=C(C(=O)[O-])OCC.CCON=CC(=NOCC)OCC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062234,Cu.AWNOJUAXIMEESY.IVHBREJLPGXBAS.PWSRSEZDAUVPDK.MOFkey-v1.pcu
5062235,CCON=CC(=NOCC)OCC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062235,Cu.IVHBREJLPGXBAS.PWSRSEZDAUVPDK.MOFkey-v1.pcu
5062236,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C1=CC=C(OCO1)C(=O)[O-] MOFid-v1.pcu.cat0;5062236,Cu.IVHBREJLPGXBAS.KGSLYZZQOUGKEL.KYMVBVBRCRFHIE.MOFkey-v1.pcu
5062237,CCOC(=NO)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C(=C(C=CC(=O)[O-])OC[CH2])OCC MOFid-v1.pcu.cat0;5062237,Cu.CKCVMCASSUAGMP.IVHBREJLPGXBAS.ULYITBLVLXKDLJ.MOFkey-v1.pcu
5062238,CCCON=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu,sql.cat0;5062238,Cu.HJHKSSYXAMYWOB.IVHBREJLPGXBAS.MOFkey-v1.pcu
5062239,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C(=CC=CC(=O)[O-])OCCC MOFid-v1.pcu.cat0;5062239,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.MBFMELZXJOFSAT.MOFkey-v1.pcu
5062240,* MOFid-v1.NA.NA;5062240,
5062241,* MOFid-v1.NA.NA;5062241,
5062242,CCCOC(=[N])C=[N].[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C(=CC=CC(=O)[O-])OCCC MOFid-v1.pcu.cat0;5062242,Cu.FLUMGPMVEGRGKB.IVHBREJLPGXBAS.MBFMELZXJOFSAT.MOFkey-v1.pcu
5062243,CCCOC(=C(C=CC(=O)[O-])O[CH]CC)C([O])[O].N#CC#CC#N.[Cu][Cu].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu,sql.cat0;5062243,Cu.TXXHDPDFNKHHGW.VOKBBUFPKAHLCG.ZEHZNAXXOOYTJM.MOFkey-v1.pcu
5062244,CCCOC(=C(C=CC(=O)[O-])O[CH]CC)C([O])[O].CC[CH]OC(=C(C([O])[O])O[CH2])C=CC(=O)[O-].[CH2]C.N#CC#CC#N.[Cu][Cu].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu,sql.cat1;5062244,Cu.TXXHDPDFNKHHGW.VOKBBUFPKAHLCG.ZEHZNAXXOOYTJM.ZTGCJEOJMUMLSB.MOFkey-v1.pcu
5062245,N=CC(=N)N=N.[Cu][Cu].[NH]N=C(C=C(C(=O)[O-])N=N)[CH]C(=O)[O-].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062245,Cu.GBCKUTRPQJWAAM.IVHBREJLPGXBAS.UKOOALKNEFJCHD.MOFkey-v1.pcu
5062246,N=CC(=N)N=N.N=NC(=CC(=O)[O-])C=C(C(=O)[O-])N=N.[Cu][Cu].[NH]N=C(C=C(C(=O)[O-])N=N)[CH]C(=O)[O-].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062246,Cu.GBCKUTRPQJWAAM.IVHBREJLPGXBAS.UKOOALKNEFJCHD.MOFkey-v1.pcu
5062247,N=CC(=N)N([C](C#CC(=O)[O-])C#C[C]C(=O)[O-])[NH].N=NC(=CC(=O)[O-])C=C(C(=O)[O-])N=N.[Cu][Cu].[NH]N=C(C=C(C(=O)[O-])N=N)[CH]C(=O)[O-] MOFid-v1.UNKNOWN.cat0;5062247,Cu.BMCUVKGCYWWNFO.UKOOALKNEFJCHD.MOFkey-v1.UNKNOWN
5062248,N=NN=CC(=N)N=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5062248,Cu.IVHBREJLPGXBAS.PVZQTGFFYCQMIG.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062249,N=NN=CC(=N)N=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat1;5062249,Cu.IVHBREJLPGXBAS.PVZQTGFFYCQMIG.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062250,N=NC(=CC(=O)[O-])C=CC(=O)[O-].[Cu][Cu].[NH]N1N=CC=NN1[NH].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062250,Cu.IVHBREJLPGXBAS.MSLJCYGINMVBPE.WGTFKIFOICRRKB.MOFkey-v1.pcu
5062251,[C]=C(C#CC(=O)[O-])N[N]C(=CC(=O)[O-])C=CC(=O)[O-].[Cu][Cu].[NH]N1N=CC=NN1[NH] MOFid-v1.hms.cat0;5062251,Cu.AVLQCDNXNYOWAF.MSLJCYGINMVBPE.MOFkey-v1.hms
5062252,N=NN=C(C(=N)N=N)N=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu,ERROR.cat0;5062252,Cu.IVHBREJLPGXBAS.LYDXGFWZFFCORM.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062253,N=NN=C(C(=N)N=N)N=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu,ERROR.cat1;5062253,Cu.IVHBREJLPGXBAS.LYDXGFWZFFCORM.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062254,N=CC=NN=N.[Cu][Cu].[NH]N=C(C(=CC(=O)[O-])N=N)[CH]C(=O)[O-].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062254,Cu.FIOAGWJOEYENOF.IVHBREJLPGXBAS.OSKDXDUPRCOJJI.MOFkey-v1.pcu
5062255,N=CC=NN=N.N=NC(=CC(=O)[O-])C(=CC(=O)[O-])N=N.[Cu][Cu].[NH]N=C(C(=CC(=O)[O-])N=N)[CH]C(=O)[O-].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062255,Cu.FIOAGWJOEYENOF.IVHBREJLPGXBAS.OSKDXDUPRCOJJI.MOFkey-v1.pcu
5062256,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5062256,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062257,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat1;5062257,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062258,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat2;5062258,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062259,N=CC=N.O=C1C#CC#CC#CC2([O])OC(=O)C(O2)C=CC(OC(=O)C#CC#CC#CC2(OC(C=CC(O1)C(=O)[O-])C(=O)O2)[O])C(=O)[O-].[Cu][Cu] MOFid-v1.UNKNOWN.cat0;5062259,Cu.KYMVBVBRCRFHIE.QSHZGYGREPKFRB.MOFkey-v1.UNKNOWN
5062260,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5062260,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062261,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat1;5062261,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062262,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat2;5062262,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062263,N=CC=N.O=C1C#CC#CC#CC2([O])OC(=O)C(O2)C=CC(OC(=O)C#CC#CC#CC2(OC(C=CC(O1)C(=O)[O-])C(=O)O2)[O])C(=O)[O-].[Cu][Cu] MOFid-v1.UNKNOWN.cat0;5062263,Cu.KYMVBVBRCRFHIE.QSHZGYGREPKFRB.MOFkey-v1.UNKNOWN
5062264,FN=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])F MOFid-v1.pcu.cat0;5062264,Cu.IVHBREJLPGXBAS.JEZLWMJEAXUSBA.PTYIDKBTGREHJW.MOFkey-v1.pcu
5062265,FN=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])F MOFid-v1.pcu.cat1;5062265,Cu.IVHBREJLPGXBAS.JEZLWMJEAXUSBA.PTYIDKBTGREHJW.MOFkey-v1.pcu
5062266,FN=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])F MOFid-v1.pcu.cat2;5062266,Cu.IVHBREJLPGXBAS.JEZLWMJEAXUSBA.PTYIDKBTGREHJW.MOFkey-v1.pcu
5062267,FN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5062267,Cu.IVHBREJLPGXBAS.NVOIYVPPAOPMJR.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062268,FN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat1;5062268,Cu.IVHBREJLPGXBAS.NVOIYVPPAOPMJR.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062269,FN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat2;5062269,Cu.IVHBREJLPGXBAS.NVOIYVPPAOPMJR.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062270,FN=CC=N.O=C1C#CC#CC#CC2([O])OC(=O)C(O2)C=CC(OC(=O)C#CC#CC#CC2(OC(C=CC(O1)C(=O)[O-])C(=O)O2)[O])C(=O)[O-].[Cu][Cu] MOFid-v1.UNKNOWN.cat0;5062270,Cu.NVOIYVPPAOPMJR.QSHZGYGREPKFRB.MOFkey-v1.UNKNOWN
5062271,FC(=CC=C(C(=O)[O-])F)C(=O)[O-].FN=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062271,Cu.IVHBREJLPGXBAS.JEZLWMJEAXUSBA.XQBZEJLTLGMQIT.MOFkey-v1.pcu
5062272,FC(=CC=C(C(=O)[O-])F)C(=O)[O-].FN=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062272,Cu.IVHBREJLPGXBAS.JEZLWMJEAXUSBA.XQBZEJLTLGMQIT.MOFkey-v1.pcu
5062273,FN=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5062273,Cu.IVHBREJLPGXBAS.JEZLWMJEAXUSBA.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062274,FN=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat1;5062274,Cu.IVHBREJLPGXBAS.JEZLWMJEAXUSBA.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062275,FN=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat2;5062275,Cu.IVHBREJLPGXBAS.JEZLWMJEAXUSBA.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062276,FN=CC(=N)F.O=C1C#CC#CC#CC2([O])OC(=O)C(O2)C=CC(OC(=O)C#CC#CC#CC2(OC(C=CC(O1)C(=O)[O-])C(=O)O2)[O])C(=O)[O-].[Cu][Cu] MOFid-v1.ERROR,UNKNOWN.cat0;5062276,Cu.JEZLWMJEAXUSBA.QSHZGYGREPKFRB.MOFkey-v1.ERROR
5062277,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C(=CC(=C(C(=O)[O-])F)F)F MOFid-v1.pcu.cat0;5062277,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.QYMMSSORRHZDBF.MOFkey-v1.pcu
5062278,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C(=CC(=C(C(=O)[O-])F)F)F MOFid-v1.pcu.cat1;5062278,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.QYMMSSORRHZDBF.MOFkey-v1.pcu
5062279,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C(=CC(=C(C(=O)[O-])F)F)F MOFid-v1.pcu.cat2;5062279,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.QYMMSSORRHZDBF.MOFkey-v1.pcu
5062280,N=CC=N.O=C1C#CC#CC#CC2([O])OC(=O)C(O2)(F)C=C(F)C(F)(OC(=O)C#CC#CC#CC2(OC(C=C(C(O1)(F)C(=O)[O-])F)(F)C(=O)O2)[O])C(=O)[O-].[Cu][Cu] MOFid-v1.ERROR,UNKNOWN.cat0;5062280,Cu.FFSGGZFTWGRVHY.KYMVBVBRCRFHIE.MOFkey-v1.ERROR
5062281,ClN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5062281,Cu.IVHBREJLPGXBAS.TXXHDPDFNKHHGW.UVHUTTKJUYGQNM.MOFkey-v1.pcu
5062282,ClN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat1;5062282,Cu.IVHBREJLPGXBAS.TXXHDPDFNKHHGW.UVHUTTKJUYGQNM.MOFkey-v1.pcu
5062283,ClN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat2;5062283,Cu.IVHBREJLPGXBAS.TXXHDPDFNKHHGW.UVHUTTKJUYGQNM.MOFkey-v1.pcu
5062284,ClN=CC=N.O=C1C#CC#CC#CC2([O])OC(=O)C(O2)C=CC(OC(=O)C#CC#CC#CC2(OC(C=CC(O1)C(=O)[O-])C(=O)O2)[O])C(=O)[O-].[Cu][Cu] MOFid-v1.UNKNOWN.cat0;5062284,Cu.QSHZGYGREPKFRB.UVHUTTKJUYGQNM.MOFkey-v1.UNKNOWN
5062285,ClN=C(C(=N)Cl)Cl.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])Cl MOFid-v1.pcu.cat0;5062285,Cu.IRWQRPZRTXQZRN.IVHBREJLPGXBAS.OZNNVVBQWHRHHH.MOFkey-v1.pcu
5062286,ClN=C(C(=N)Cl)Cl.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])Cl MOFid-v1.pcu.cat1;5062286,Cu.IRWQRPZRTXQZRN.IVHBREJLPGXBAS.OZNNVVBQWHRHHH.MOFkey-v1.pcu
5062287,ClN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])Cl MOFid-v1.pcu.cat0;5062287,Cu.IVHBREJLPGXBAS.OZNNVVBQWHRHHH.UVHUTTKJUYGQNM.MOFkey-v1.pcu
5062288,ClN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])Cl MOFid-v1.pcu.cat1;5062288,Cu.IVHBREJLPGXBAS.OZNNVVBQWHRHHH.UVHUTTKJUYGQNM.MOFkey-v1.pcu
